Channel 1,Channel 2,Channel 3,Channel 4
0.000,18.130,1001.130,56.290
1.000,23.370,1000.930,43.300
0.000,18.130,1001.120,56.290
1.000,23.380,1000.900,43.280
0.000,18.140,1001.110,57.030
1.000,23.380,1000.900,43.270
0.000,18.150,1001.110,57.370
1.000,23.380,1000.900,43.230
0.000,18.160,1001.080,57.580
1.000,23.380,1000.890,43.220
0.000,18.180,1001.110,57.810
1.000,23.380,1000.890,43.220
0.000,18.190,1001.090,57.720
1.000,23.390,1000.920,43.210
0.000,18.190,1001.090,57.760
1.000,23.390,1000.950,43.200
0.000,18.200,1001.100,57.560
1.000,23.390,1000.910,43.200
0.000,18.200,1001.110,57.480
1.000,23.390,1000.910,43.180
0.000,18.210,1001.060,57.440
1.000,23.390,1000.910,43.160
0.000,18.200,1001.070,57.100
1.000,23.390,1000.890,43.180
0.000,18.200,1001.070,57.020
1.000,23.390,1000.870,43.250
0.000,18.200,1001.060,56.870
1.000,23.390,1000.870,43.360
0.000,18.200,1001.100,56.960
1.000,23.380,1000.890,43.310
0.000,18.200,1001.100,56.960
1.000,23.380,1000.890,43.310
0.000,18.200,1001.090,56.970
1.000,23.380,1000.890,43.280
0.000,18.190,1001.110,56.850
1.000,23.370,1000.860,43.290
0.000,18.190,1001.080,56.850
1.000,23.380,1000.900,43.240
0.000,18.180,1001.080,57.160
1.000,23.360,1000.890,43.210
0.000,18.190,1001.060,57.550
1.000,23.360,1000.920,43.170
0.000,18.190,1001.050,57.580
1.000,23.350,1000.910,43.160
0.000,18.200,1001.070,57.650
1.000,23.350,1000.910,43.160
0.000,18.200,1001.030,57.700
1.000,23.350,1000.890,43.150
0.000,18.210,1001.070,57.790
1.000,23.340,1000.890,43.130
0.000,18.220,1001.060,57.960
1.000,23.340,1000.870,43.120
0.000,18.230,1001.050,58.020
1.000,23.330,1000.890,43.130
0.000,18.240,1001.070,57.920
1.000,23.320,1000.900,43.120
0.000,18.240,1001.070,57.810
1.000,23.320,1000.880,43.140
0.000,18.240,1001.090,57.950
1.000,23.310,1000.900,43.140
0.000,18.240,1001.060,57.920
1.000,23.310,1000.910,43.130
0.000,18.230,1001.060,57.390
1.000,23.310,1000.890,43.120
0.000,18.230,1001.060,57.390
1.000,23.310,1000.900,43.110
0.000,18.220,1001.050,56.820
1.000,23.310,1000.880,43.140
0.000,18.200,1001.060,56.260
1.000,23.300,1000.870,43.160
0.000,18.180,1001.060,56.000
1.000,23.300,1000.860,43.190
0.000,18.160,1001.080,56.190
1.000,23.310,1000.870,43.200
0.000,18.150,1001.050,56.270
1.000,23.310,1000.850,43.190
0.000,18.160,1001.070,56.520
1.000,23.310,1000.850,43.190
0.000,18.160,1001.030,56.770
1.000,23.310,1000.880,43.180
0.000,18.180,1001.060,57.360
1.000,23.310,1000.870,43.170
0.000,18.190,1001.050,57.720
1.000,23.310,1000.880,43.150
0.000,18.180,1001.030,57.570
1.000,23.310,1000.890,43.170
0.000,18.190,1001.040,57.480
1.000,23.320,1000.880,43.150
0.000,18.180,1001.060,57.170
1.000,23.320,1000.860,43.150
0.000,18.190,1001.070,57.280
1.000,23.320,1000.890,43.160
0.000,18.200,1001.070,57.530
1.000,23.320,1000.880,43.120
0.000,18.200,1001.060,57.650
1.000,23.320,1000.880,43.070
0.000,18.200,1001.080,57.550
1.000,23.320,1000.870,43.070
0.000,18.210,1001.050,57.690
1.000,23.320,1000.880,43.120
0.000,18.210,1001.050,57.690
1.000,23.320,1000.880,43.180
0.000,18.220,1001.060,57.610
1.000,23.330,1000.870,43.190
0.000,18.210,1001.040,57.280
1.000,23.330,1000.890,43.180
0.000,18.200,1001.070,56.900
1.000,23.330,1000.900,43.180
0.000,18.190,1001.050,56.630
1.000,23.330,1000.870,43.120
0.000,18.180,1001.080,56.530
1.000,23.330,1000.870,43.120
0.000,18.170,1001.040,56.650
1.000,23.330,1000.910,43.100
0.000,18.160,1001.080,56.800
1.000,23.340,1000.890,43.100
0.000,18.140,1001.050,56.600
1.000,23.330,1000.880,43.090
0.000,18.140,1001.070,56.560
1.000,23.340,1000.900,43.090
0.000,18.120,1001.070,56.600
1.000,23.340,1000.910,43.090
0.000,18.110,1001.050,56.510
1.000,23.350,1000.910,43.090
0.000,18.100,1001.060,56.470
1.000,23.360,1000.930,43.090
0.000,18.100,1001.090,56.570
1.000,23.360,1000.860,43.070
0.000,18.100,1001.060,56.900
1.000,23.370,1000.880,43.070
0.000,18.120,1001.060,57.310
1.000,23.380,1000.880,43.070
0.000,18.120,1001.060,57.590
1.000,23.380,1000.880,43.050
0.000,18.130,1001.060,57.830
1.000,23.390,1000.880,43.040
0.000,18.140,1001.060,57.980
1.000,23.390,1000.880,43.040
0.000,18.150,1001.060,57.830
1.000,23.390,1000.900,43.060
0.000,18.150,1001.060,57.830
1.000,23.390,1000.890,43.070
0.000,18.160,1001.060,57.290
1.000,23.400,1000.880,43.080
0.000,18.160,1001.070,56.700
1.000,23.410,1000.880,43.030
0.000,18.170,1001.070,56.840
1.000,23.410,1000.860,43.070
0.000,18.190,1001.060,57.290
1.000,23.410,1000.860,43.070
0.000,18.200,1001.040,57.360
1.000,23.410,1000.830,43.070
0.000,18.210,1001.050,57.640
1.000,23.420,1000.860,43.080
0.000,18.230,1001.040,58.140
1.000,23.420,1000.870,43.080
0.000,18.250,1001.070,58.390
1.000,23.430,1000.880,43.080
0.000,18.270,1001.060,58.430
1.000,23.430,1000.880,43.070
0.000,18.300,1001.080,58.340
1.000,23.430,1000.890,43.060
0.000,18.310,1001.070,58.150
1.000,23.440,1000.880,43.050
0.000,18.330,1001.070,58.040
1.000,23.440,1000.900,43.040
0.000,18.340,1001.060,57.930
1.000,23.450,1000.900,43.030
0.000,18.350,1001.080,57.830
1.000,23.450,1000.910,43.020
0.000,18.370,1001.080,57.890
1.000,23.450,1000.910,43.020
0.000,18.380,1001.090,57.730
1.000,23.460,1000.900,43.020
0.000,18.380,1001.060,57.530
1.000,23.460,1000.910,43.000
0.000,18.390,1001.050,57.530
1.000,23.460,1000.880,42.960
0.000,18.400,1001.070,57.540
1.000,23.460,1000.900,42.930
0.000,18.400,1001.070,57.540
1.000,23.460,1000.900,42.950
0.000,18.400,1001.070,57.010
1.000,23.460,1000.910,42.960
0.000,18.410,1001.060,57.230
1.000,23.460,1000.900,42.960
0.000,18.420,1001.050,57.330
1.000,23.460,1000.900,42.960
0.000,18.430,1001.050,57.410
1.000,23.450,1000.900,42.970
0.000,18.430,1001.080,57.250
1.000,23.460,1000.910,42.980
0.000,18.430,1001.110,57.340
1.000,23.460,1000.930,42.980
0.000,18.440,1001.070,57.500
1.000,23.450,1000.910,42.970
0.000,18.450,1001.070,57.700
1.000,23.450,1000.900,42.990
0.000,18.480,1001.090,57.910
1.000,23.450,1000.930,43.030
0.000,18.480,1001.080,57.790
1.000,23.440,1000.920,43.070
0.000,18.480,1001.090,57.620
1.000,23.440,1000.930,43.120
0.000,18.490,1001.070,57.510
1.000,23.430,1000.940,43.100
0.000,18.480,1001.090,57.320
1.000,23.430,1000.940,43.040
0.000,18.460,1001.080,57.080
1.000,23.420,1000.910,43.140
0.000,18.450,1001.090,56.950
1.000,23.420,1000.930,43.150
0.000,18.430,1001.100,56.500
1.000,23.410,1000.910,43.140
0.000,18.430,1001.100,56.500
1.000,23.410,1000.900,43.150
0.000,18.410,1001.070,56.290
1.000,23.410,1000.890,43.150
0.000,18.410,1001.090,56.300
1.000,23.410,1000.910,43.130
0.000,18.390,1001.080,56.430
1.000,23.410,1000.910,43.130
0.000,18.390,1001.090,56.520
1.000,23.400,1000.900,43.140
0.000,18.370,1001.070,56.480
1.000,23.400,1000.910,43.170
0.000,18.370,1001.060,56.680
1.000,23.400,1000.930,43.150
0.000,18.370,1001.080,57.070
1.000,23.390,1000.900,43.150
0.000,18.370,1001.090,57.300
1.000,23.390,1000.950,43.150
0.000,18.380,1001.090,57.520
1.000,23.400,1000.960,43.160
0.000,18.390,1001.060,57.720
1.000,23.400,1000.950,43.170
0.000,18.400,1001.110,57.760
1.000,23.390,1000.940,43.170
0.000,18.400,1001.080,57.710
1.000,23.390,1000.940,43.170
0.000,18.410,1001.080,57.660
1.000,23.380,1000.880,43.160
0.000,18.410,1001.060,57.680
1.000,23.390,1000.910,43.150
0.000,18.420,1001.060,57.720
1.000,23.380,1000.900,43.150
0.000,18.430,1001.060,57.760
1.000,23.380,1000.890,43.150
0.000,18.430,1001.060,57.760
1.000,23.380,1000.890,43.160
0.000,18.440,1001.070,57.690
1.000,23.380,1000.910,43.160
0.000,18.460,1001.080,57.650
1.000,23.380,1000.910,43.160
0.000,18.460,1001.060,57.460
1.000,23.380,1000.880,43.160
0.000,18.470,1001.050,57.650
1.000,23.370,1000.880,43.160
0.000,18.480,1001.080,57.500
1.000,23.360,1000.910,43.160
0.000,18.480,1001.090,57.070
1.000,23.370,1000.910,43.150
0.000,18.470,1001.090,56.770
1.000,23.360,1000.920,43.160
0.000,18.460,1001.110,56.510
1.000,23.360,1000.950,43.170
0.000,18.450,1001.100,56.300
1.000,23.360,1000.950,43.170
0.000,18.450,1001.050,56.440
1.000,23.360,1000.910,43.180
0.000,18.450,1001.090,56.560
1.000,23.360,1000.890,43.190
0.000,18.440,1001.090,56.530
1.000,23.360,1000.910,43.190
0.000,18.430,1001.070,56.700
1.000,23.370,1000.940,43.190
0.000,18.430,1001.070,56.740
1.000,23.360,1000.920,43.210
0.000,18.420,1001.070,56.390
1.000,23.360,1000.920,43.190
0.000,18.410,1001.040,56.510
1.000,23.360,1000.920,43.190
0.000,18.420,1001.080,56.830
1.000,23.370,1000.900,43.190
0.000,18.420,1001.080,56.830
1.000,23.370,1000.900,43.190
0.000,18.420,1001.060,57.120
1.000,23.370,1000.890,43.190
0.000,18.440,1001.050,57.470
1.000,23.380,1000.890,43.180
0.000,18.440,1001.020,57.260
1.000,23.380,1000.890,43.180
0.000,18.450,1001.050,57.220
1.000,23.380,1000.870,43.180
0.000,18.460,1001.020,57.440
1.000,23.380,1000.890,43.180
0.000,18.470,1001.020,57.610
1.000,23.390,1000.880,43.180
0.000,18.480,1001.020,57.660
1.000,23.390,1000.870,43.170
0.000,18.500,1001.030,57.640
1.000,23.390,1000.890,43.150
0.000,18.490,1001.070,57.170
1.000,23.400,1000.880,43.140
0.000,18.500,1001.070,57.040
1.000,23.400,1000.900,43.130
0.000,18.500,1001.080,56.830
1.000,23.400,1000.910,43.130
0.000,18.500,1001.050,56.890
1.000,23.410,1000.920,43.150
0.000,18.500,1001.110,56.790
1.000,23.420,1000.950,43.140
0.000,18.510,1001.080,56.750
1.000,23.420,1000.920,43.140
0.000,18.500,1001.070,56.580
1.000,23.420,1000.950,43.120
0.000,18.500,1001.090,56.510
1.000,23.430,1000.930,43.140
0.000,18.510,1001.090,56.780
1.000,23.430,1000.910,43.140
0.000,18.510,1001.090,56.780
1.000,23.430,1000.910,43.140
0.000,18.510,1001.050,56.950
1.000,23.430,1000.890,43.130
0.000,18.510,1001.040,57.140
1.000,23.430,1000.870,43.070
0.000,18.510,1001.040,57.040
1.000,23.430,1000.900,43.120
0.000,18.520,1001.060,57.280
1.000,23.440,1000.920,43.130
0.000,18.530,1001.090,57.440
1.000,23.440,1000.930,43.120
0.000,18.540,1001.070,57.460
1.000,23.430,1000.900,43.110
0.000,18.540,1001.060,57.240
1.000,23.440,1000.910,43.110
0.000,18.550,1001.050,57.150
1.000,23.430,1000.910,43.180
0.000,18.560,1001.060,57.280
1.000,23.430,1000.920,43.130
0.000,18.570,1001.050,57.450
1.000,23.440,1000.920,43.140
0.000,18.580,1001.060,57.490
1.000,23.430,1000.880,43.170
0.000,18.590,1001.060,57.290
1.000,23.430,1000.930,43.140
0.000,18.600,1001.030,57.260
1.000,23.420,1000.890,43.120
0.000,18.620,1001.040,57.350
1.000,23.420,1000.880,43.120
0.000,18.640,1001.050,57.350
1.000,23.420,1000.900,43.140
0.000,18.630,1001.050,56.930
1.000,23.420,1000.880,43.140
0.000,18.620,1001.000,56.500
1.000,23.410,1000.880,43.120
0.000,18.620,1001.020,56.340
1.000,23.410,1000.880,43.120
0.000,18.620,1001.020,56.340
1.000,23.410,1000.900,43.120
0.000,18.610,1001.020,56.180
1.000,23.400,1000.890,43.120
0.000,18.630,1001.020,56.440
1.000,23.400,1000.880,43.120
0.000,18.640,1001.050,56.690
1.000,23.400,1000.870,43.120
0.000,18.630,1001.020,56.710
1.000,23.400,1000.890,43.120
0.000,18.630,1001.020,56.720
1.000,23.390,1000.880,43.120
0.000,18.620,1001.030,56.690
1.000,23.390,1000.900,43.140
0.000,18.620,1001.020,56.690
1.000,23.380,1000.880,43.150
0.000,18.640,1001.030,56.850
1.000,23.380,1000.870,43.150
0.000,18.630,1001.040,57.010
1.000,23.390,1000.910,43.150
0.000,18.630,1001.010,56.990
1.000,23.380,1000.880,43.160
0.000,18.630,1001.040,56.780
1.000,23.380,1000.870,43.160
0.000,18.610,1001.040,56.310
1.000,23.370,1000.860,43.170
0.000,18.600,1001.030,56.040
1.000,23.370,1000.850,43.180
0.000,18.610,1001.060,56.250
1.000,23.380,1000.870,43.180
0.000,18.610,1001.030,56.660
1.000,23.380,1000.870,43.180
0.000,18.620,1001.030,56.900
1.000,23.370,1000.880,43.190
0.000,18.620,1001.030,56.900
1.000,23.370,1000.870,43.210
0.000,18.630,1001.010,57.040
1.000,23.370,1000.860,43.190
0.000,18.630,1001.050,56.870
1.000,23.370,1000.890,43.190
0.000,18.620,1001.020,56.570
1.000,23.370,1000.880,43.220
0.000,18.610,1000.980,56.580
1.000,23.370,1000.850,43.230
0.000,18.610,1001.040,56.280
1.000,23.370,1000.880,43.230
0.000,18.600,1001.030,56.030
1.000,23.370,1000.880,43.220
0.000,18.580,1001.010,55.900
1.000,23.370,1000.870,43.230
0.000,18.580,1001.010,55.980
1.000,23.360,1000.860,43.240
0.000,18.570,1001.020,56.040
1.000,23.350,1000.880,43.240
0.000,18.560,1001.020,56.060
1.000,23.350,1000.890,43.250
0.000,18.560,1001.030,56.130
1.000,23.350,1000.890,43.230
0.000,18.560,1001.020,56.350
1.000,23.360,1000.880,43.290
0.000,18.550,1001.010,56.370
1.000,23.350,1000.860,43.340
0.000,18.550,1001.010,56.470
1.000,23.350,1000.860,43.340
0.000,18.560,1001.040,56.570
1.000,23.350,1000.880,43.330
0.000,18.560,1001.040,56.650
1.000,23.350,1000.850,43.310
0.000,18.560,1001.040,56.650
1.000,23.350,1000.880,43.360
0.000,18.560,1001.040,56.550
1.000,23.350,1000.860,43.340
0.000,18.550,1001.020,56.290
1.000,23.350,1000.860,43.360
0.000,18.550,1001.000,56.300
1.000,23.340,1000.860,43.340
0.000,18.560,1000.990,56.580
1.000,23.350,1000.840,43.330
0.000,18.560,1001.000,56.630
1.000,23.340,1000.830,43.330
0.000,18.570,1001.010,56.850
1.000,23.350,1000.840,43.330
0.000,18.560,1001.030,56.820
1.000,23.350,1000.850,43.320
0.000,18.590,1001.020,57.170
1.000,23.350,1000.870,43.320
0.000,18.600,1000.990,57.360
1.000,23.350,1000.860,43.310
0.000,18.600,1001.000,57.240
1.000,23.350,1000.910,43.310
0.000,18.630,1001.030,57.620
1.000,23.340,1000.840,43.310
0.000,18.650,1001.040,57.470
1.000,23.350,1000.890,43.310
0.000,18.660,1001.070,57.360
1.000,23.350,1000.890,43.310
0.000,18.670,1001.110,57.290
1.000,23.350,1000.900,43.320
0.000,18.690,1001.060,57.300
1.000,23.360,1000.910,43.320
0.000,18.700,1001.060,57.390
1.000,23.360,1000.890,43.320
0.000,18.700,1001.060,57.390
1.000,23.360,1000.890,43.320
0.000,18.710,1001.060,57.080
1.000,23.360,1000.900,43.320
0.000,18.710,1001.090,57.040
1.000,23.370,1000.880,43.320
0.000,18.740,1001.050,57.260
1.000,23.380,1000.930,43.310
0.000,18.760,1001.080,57.470
1.000,23.380,1000.890,43.310
0.000,18.770,1001.060,57.570
1.000,23.380,1000.880,43.300
0.000,18.780,1001.030,57.440
1.000,23.380,1000.900,43.310
0.000,18.790,1001.050,57.280
1.000,23.380,1000.890,43.310
0.000,18.800,1001.050,57.080
1.000,23.380,1000.900,43.350
0.000,18.790,1001.060,56.310
1.000,23.390,1000.920,43.370
0.000,18.760,1001.090,55.990
1.000,23.380,1000.880,43.380
0.000,18.740,1001.040,55.550
1.000,23.380,1000.890,43.370
0.000,18.720,1001.060,55.450
1.000,23.380,1000.880,43.360
0.000,18.690,1001.040,55.150
1.000,23.380,1000.880,43.360
0.000,18.680,1001.020,55.090
1.000,23.380,1000.890,43.360
0.000,18.670,1001.000,55.450
1.000,23.370,1000.900,43.360
0.000,18.660,1001.030,55.710
1.000,23.370,1000.880,43.370
0.000,18.650,1001.040,55.880
1.000,23.370,1000.870,43.380
0.000,18.650,1001.040,55.880
1.000,23.370,1000.870,43.370
0.000,18.640,1001.040,56.100
1.000,23.370,1000.870,43.350
0.000,18.630,1001.050,56.150
1.000,23.370,1000.870,43.320
0.000,18.630,1001.020,56.400
1.000,23.370,1000.870,43.300
0.000,18.620,1001.010,56.460
1.000,23.370,1000.860,43.300
0.000,18.610,1001.030,56.380
1.000,23.370,1000.870,43.300
0.000,18.630,1001.010,56.750
1.000,23.370,1000.860,43.300
0.000,18.650,1001.000,57.240
1.000,23.360,1000.830,43.300
0.000,18.660,1000.980,57.390
1.000,23.360,1000.850,43.320
0.000,18.670,1001.000,57.430
1.000,23.360,1000.840,43.300
0.000,18.680,1000.980,57.350
1.000,23.350,1000.810,43.360
0.000,18.690,1000.990,57.280
1.000,23.350,1000.840,43.380
0.000,18.710,1001.010,57.440
1.000,23.350,1000.840,43.380
0.000,18.700,1000.990,57.050
1.000,23.340,1000.860,43.410
0.000,18.670,1001.010,56.430
1.000,23.340,1000.850,43.450
0.000,18.660,1001.030,55.970
1.000,23.340,1000.850,43.440
0.000,18.630,1001.010,55.520
1.000,23.340,1000.860,43.420
0.000,18.630,1001.010,55.520
1.000,23.340,1000.890,43.450
0.000,18.590,1001.010,55.010
1.000,23.330,1000.870,43.440
0.000,18.560,1001.030,54.810
1.000,23.340,1000.870,43.450
0.000,18.540,1001.020,55.000
1.000,23.330,1000.870,43.440
0.000,18.520,1001.000,55.190
1.000,23.330,1000.870,43.420
0.000,18.490,1001.010,55.340
1.000,23.330,1000.850,43.420
0.000,18.470,1001.060,55.370
1.000,23.330,1000.840,43.440
0.000,18.460,1000.980,56.000
1.000,23.330,1000.830,43.420
0.000,18.450,1001.020,56.200
1.000,23.340,1000.860,43.470
0.000,18.440,1001.040,56.260
1.000,23.340,1000.890,43.440
0.000,18.410,1001.040,55.610
1.000,23.330,1000.860,43.510
0.000,18.380,1001.060,55.180
1.000,23.330,1000.860,43.510
0.000,18.360,1001.020,55.190
1.000,23.340,1000.860,43.510
0.000,18.340,1001.050,55.320
1.000,23.340,1000.890,43.510
0.000,18.330,1001.050,55.420
1.000,23.340,1000.890,43.520
0.000,18.310,1001.060,55.640
1.000,23.340,1000.890,43.520
0.000,18.300,1001.050,55.910
1.000,23.340,1000.900,43.520
0.000,18.300,1001.050,55.910
1.000,23.350,1000.850,43.510
0.000,18.300,1001.030,56.300
1.000,23.340,1000.860,43.500
0.000,18.290,1001.000,56.450
1.000,23.340,1000.860,43.470
0.000,18.280,1001.020,56.730
1.000,23.340,1000.860,43.460
0.000,18.270,1001.030,56.840
1.000,23.340,1000.850,43.460
0.000,18.250,1001.000,56.260
1.000,23.340,1000.860,43.450
0.000,18.240,1000.990,56.050
1.000,23.340,1000.840,43.440
0.000,18.230,1001.000,56.050
1.000,23.350,1000.840,43.440
0.000,18.220,1001.000,56.180
1.000,23.350,1000.830,43.430
0.000,18.220,1001.010,56.440
1.000,23.350,1000.830,43.430
0.000,18.210,1001.010,56.500
1.000,23.360,1000.820,43.430
0.000,18.200,1001.040,56.480
1.000,23.360,1000.840,43.420
0.000,18.190,1000.990,56.470
1.000,23.360,1000.820,43.440
0.000,18.190,1000.990,56.670
1.000,23.360,1000.840,43.430
0.000,18.180,1001.000,56.920
1.000,23.370,1000.830,43.410
0.000,18.170,1001.030,56.940
1.000,23.380,1000.850,43.390
0.000,18.160,1001.030,56.720
1.000,23.390,1000.840,43.410
0.000,18.150,1001.020,56.560
1.000,23.400,1000.860,43.410
0.000,18.150,1001.020,56.560
1.000,23.410,1000.850,43.420
0.000,18.150,1001.020,56.710
1.000,23.410,1000.850,43.410
0.000,18.160,1001.000,57.200
1.000,23.410,1000.860,43.400
0.000,18.190,1000.990,57.700
1.000,23.420,1000.850,43.410
0.000,18.200,1001.000,57.780
1.000,23.420,1000.850,43.410
0.000,18.210,1000.980,58.030
1.000,23.430,1000.850,43.400
0.000,18.210,1001.010,57.620
1.000,23.430,1000.840,43.380
0.000,18.220,1001.020,57.220
1.000,23.430,1000.880,43.360
0.000,18.220,1001.020,57.170
1.000,23.440,1000.870,43.370
0.000,18.230,1000.990,57.460
1.000,23.440,1000.870,43.370
0.000,18.260,1001.010,57.870
1.000,23.450,1000.880,43.350
0.000,18.270,1000.990,57.970
1.000,23.450,1000.860,43.340
0.000,18.290,1001.020,57.940
1.000,23.460,1000.860,43.340
0.000,18.310,1001.020,58.130
1.000,23.460,1000.870,43.340
0.000,18.330,1001.010,58.170
1.000,23.460,1000.850,43.340
0.000,18.350,1001.000,58.120
1.000,23.470,1000.850,43.360
0.000,18.360,1001.010,57.890
1.000,23.480,1000.860,43.350
0.000,18.360,1001.010,57.890
1.000,23.470,1000.840,43.340
0.000,18.370,1001.000,57.650
1.000,23.480,1000.830,43.330
0.000,18.380,1000.980,57.610
1.000,23.480,1000.840,43.330
0.000,18.390,1001.010,57.670
1.000,23.480,1000.830,43.350
0.000,18.400,1001.000,57.520
1.000,23.480,1000.820,43.330
0.000,18.420,1000.980,57.660
1.000,23.480,1000.860,43.320
0.000,18.430,1001.010,57.940
1.000,23.490,1000.840,43.320
0.000,18.460,1000.980,58.210
1.000,23.500,1000.840,43.270
0.000,18.480,1000.980,58.350
1.000,23.500,1000.810,43.290
0.000,18.470,1001.000,57.500
1.000,23.500,1000.810,43.290
0.000,18.490,1000.980,57.520
1.000,23.500,1000.820,43.240
0.000,18.510,1001.010,57.520
1.000,23.500,1000.820,43.210
0.000,18.520,1000.980,57.420
1.000,23.510,1000.840,43.160
0.000,18.530,1000.980,57.610
1.000,23.510,1000.800,43.100
0.000,18.520,1000.970,57.010
1.000,23.510,1000.780,43.030
0.000,18.520,1001.010,56.650
1.000,23.510,1000.820,43.060
0.000,18.520,1000.960,56.760
1.000,23.510,1000.820,43.210
0.000,18.520,1000.990,56.670
1.000,23.510,1000.810,43.300
0.000,18.520,1000.990,56.670
1.000,23.500,1000.810,43.340
0.000,18.530,1001.000,56.910
1.000,23.500,1000.820,43.390
0.000,18.540,1000.990,57.120
1.000,23.490,1000.820,43.410
0.000,18.530,1001.000,56.960
1.000,23.490,1000.850,43.430
0.000,18.510,1000.990,56.510
1.000,23.490,1000.850,43.370
0.000,18.500,1000.970,56.360
1.000,23.480,1000.820,43.260
0.000,18.490,1000.980,56.220
1.000,23.480,1000.810,43.210
0.000,18.470,1000.970,56.050
1.000,23.470,1000.810,43.170
0.000,18.450,1000.970,56.020
1.000,23.470,1000.810,43.170
0.000,18.410,1000.950,55.770
1.000,23.470,1000.800,43.190
0.000,18.400,1000.970,55.750
1.000,23.470,1000.790,43.190
0.000,18.380,1000.970,55.870
1.000,23.460,1000.810,43.200
0.000,18.380,1000.960,56.000
1.000,23.460,1000.800,43.230
0.000,18.360,1000.950,56.200
1.000,23.460,1000.790,43.190
0.000,18.370,1000.970,56.630
1.000,23.460,1000.820,43.170
0.000,18.380,1000.980,57.200
1.000,23.450,1000.820,43.170
0.000,18.380,1000.990,57.420
1.000,23.450,1000.800,43.170
0.000,18.390,1000.980,57.530
1.000,23.440,1000.830,43.170
0.000,18.390,1000.970,57.590
1.000,23.440,1000.830,43.170
0.000,18.410,1000.990,57.550
1.000,23.440,1000.840,43.150
0.000,18.410,1000.990,57.550
1.000,23.440,1000.810,43.170
0.000,18.410,1000.990,57.490
1.000,23.430,1000.830,43.200
0.000,18.420,1001.000,57.630
1.000,23.430,1000.860,43.200
0.000,18.430,1001.020,57.820
1.000,23.420,1000.860,43.210
0.000,18.460,1001.030,58.010
1.000,23.420,1000.880,43.220
0.000,18.460,1001.030,58.050
1.000,23.420,1000.860,43.220
0.000,18.480,1001.030,57.980
1.000,23.420,1000.860,43.220
0.000,18.470,1000.990,57.320
1.000,23.410,1000.850,43.220
0.000,18.490,1001.040,57.660
1.000,23.410,1000.860,43.210
0.000,18.500,1001.040,57.590
1.000,23.410,1000.850,43.220
0.000,18.490,1001.010,57.290
1.000,23.400,1000.850,43.220
0.000,18.500,1000.990,57.230
1.000,23.400,1000.830,43.250
0.000,18.510,1001.010,57.440
1.000,23.400,1000.840,43.260
0.000,18.520,1001.010,57.510
1.000,23.400,1000.870,43.270
0.000,18.520,1001.020,57.270
1.000,23.400,1000.850,43.290
0.000,18.510,1001.020,57.030
1.000,23.390,1000.820,43.300
0.000,18.500,1000.990,56.750
1.000,23.390,1000.840,43.310
0.000,18.500,1000.990,56.750
1.000,23.400,1000.840,43.360
0.000,18.490,1000.970,56.520
1.000,23.400,1000.830,43.340
0.000,18.470,1001.020,55.940
1.000,23.400,1000.820,43.330
0.000,18.440,1000.970,55.740
1.000,23.400,1000.820,43.350
0.000,18.430,1000.980,55.550
1.000,23.400,1000.820,43.360
0.000,18.410,1000.950,55.500
1.000,23.400,1000.820,43.360
0.000,18.380,1000.970,55.460
1.000,23.400,1000.840,43.340
0.000,18.360,1000.960,55.530
1.000,23.410,1000.840,43.250
0.000,18.340,1000.970,55.650
1.000,23.420,1000.810,43.300
0.000,18.330,1000.970,55.780
1.000,23.420,1000.820,43.220
0.000,18.310,1000.940,55.810
1.000,23.430,1000.810,43.200
0.000,18.290,1000.950,55.620
1.000,23.440,1000.790,43.250
0.000,18.270,1000.950,55.900
1.000,23.450,1000.800,43.140
0.000,18.240,1000.950,55.810
1.000,23.470,1000.810,43.040
0.000,18.230,1000.930,55.930
1.000,23.480,1000.790,43.080
0.000,18.220,1000.950,56.270
1.000,23.480,1000.780,43.050
0.000,18.220,1000.940,56.480
1.000,23.480,1000.760,43.080
0.000,18.220,1000.960,56.560
1.000,23.490,1000.770,43.040
0.000,18.220,1000.960,56.560
1.000,23.490,1000.790,43.050
0.000,18.220,1000.950,56.720
1.000,23.490,1000.800,43.030
0.000,18.220,1000.940,56.560
1.000,23.500,1000.770,43.030
0.000,18.200,1000.920,56.000
1.000,23.500,1000.790,43.020
0.000,18.220,1000.960,56.570
1.000,23.500,1000.790,43.020
0.000,18.220,1000.920,57.130
1.000,23.500,1000.760,43.010
0.000,18.220,1000.940,57.090
1.000,23.500,1000.770,43.000
0.000,18.200,1000.930,56.550
1.000,23.500,1000.770,43.000
0.000,18.180,1000.920,55.900
1.000,23.490,1000.780,43.010
0.000,18.160,1000.950,55.620
1.000,23.500,1000.790,43.030
0.000,18.140,1000.940,55.400
1.000,23.490,1000.780,43.050
0.000,18.120,1000.950,55.290
1.000,23.490,1000.780,43.070
0.000,18.100,1000.950,55.270
1.000,23.490,1000.790,43.070
0.000,18.090,1000.940,55.590
1.000,23.480,1000.770,43.100
0.000,18.080,1000.940,56.030
1.000,23.480,1000.760,43.110
0.000,18.070,1000.910,56.390
1.000,23.480,1000.770,43.100
0.000,18.070,1000.930,56.690
1.000,23.480,1000.780,43.080
0.000,18.050,1000.940,56.910
1.000,23.480,1000.770,43.050
0.000,18.050,1000.960,56.970
1.000,23.480,1000.780,43.050
0.000,18.050,1000.960,56.970
1.000,23.480,1000.770,43.050
0.000,18.040,1000.950,57.060
1.000,23.480,1000.760,43.040
